requisition_id,department,country,job_family,seniority_level,open_date,close_date,days_to_fill,candidates_screened,candidates_interviewed,hired_employee_id,source
REQ-00694,Sales,Tyskland,Individual Contributor,Mid,2022-08-15,2022-08-31,16,111,10,EMP-02236,LinkedIn
REQ-00695,Customer Support,Norge,Specialist,Mid,2024-07-13,2024-08-07,25,138,8,EMP-02237,Referral
REQ-00696,Sales,Tyskland,Individual Contributor,Mid,2022-02-12,2022-02-28,16,95,13,EMP-02239,LinkedIn
REQ-00697,Operations,Sverige,Individual Contributor,Mid,2023-05-07,2023-06-11,35,98,8,EMP-02240,LinkedIn
REQ-00698,Engineering,Finland,Individual Contributor,Mid,2021-12-04,2022-01-27,54,142,5,EMP-02247,Internal
REQ-00699,Marketing,Sverige,Individual Contributor,Junior,2023-04-30,2023-05-26,26,106,12,EMP-02251,Internal
REQ-00700,Sales,Sverige,Individual Contributor,Mid,2024-01-20,2024-02-24,35,21,6,EMP-02253,Referral
REQ-00701,R&D,Norge,Individual Contributor,Junior,2024-11-26,2024-12-10,14,87,12,EMP-02257,LinkedIn
REQ-00702,Sales,Tyskland,Individual Contributor,Mid,2023-09-21,2023-10-21,30,40,6,EMP-02260,Internal
REQ-00703,Sales,Tyskland,Individual Contributor,Mid,2022-10-28,2022-12-04,37,25,12,EMP-02266,Internal
REQ-00704,Sales,Danmark,Individual Contributor,Mid,2022-02-04,2022-03-25,49,85,14,EMP-02269,LinkedIn
REQ-00705,Sales,Sverige,Individual Contributor,Mid,2022-05-16,2022-06-29,44,59,14,EMP-02272,Internal
REQ-00706,Customer Support,Norge,Individual Contributor,Junior,2021-12-20,2022-02-12,54,54,8,EMP-02275,LinkedIn
REQ-00707,Engineering,Finland,Individual Contributor,Junior,2023-05-17,2023-06-24,38,85,15,EMP-02276,LinkedIn
REQ-00708,Operations,Norge,Individual Contributor,Junior,2024-03-24,2024-05-13,50,150,8,EMP-02280,Internal
REQ-00709,Engineering,Norge,Individual Contributor,Junior,2024-10-17,2024-12-10,54,38,7,EMP-02286,LinkedIn
REQ-00710,Sales,Norge,Individual Contributor,Junior,2022-07-21,2022-08-16,26,80,15,EMP-02287,Referral
REQ-00711,Sales,Tyskland,Individual Contributor,Junior,2022-05-31,2022-07-06,36,71,5,EMP-02290,Internal
REQ-00712,Operations,Sverige,Individual Contributor,Junior,2023-12-06,2024-02-25,81,109,8,EMP-02291,Referral
REQ-00713,Engineering,Norge,Individual Contributor,Junior,2024-10-19,2024-12-10,52,130,4,EMP-02292,LinkedIn
REQ-00714,Engineering,Sverige,Individual Contributor,Junior,2023-11-05,2023-12-26,51,68,13,EMP-02295,LinkedIn
REQ-00715,R&D,Finland,Individual Contributor,Mid,2021-11-12,2022-01-08,57,109,9,EMP-02298,Internal
REQ-00716,Operations,Danmark,Individual Contributor,Junior,2023-03-18,2023-04-18,31,45,15,EMP-02306,Job Board
REQ-00717,Sales,Sverige,Individual Contributor,Junior,2023-07-12,2023-08-04,23,78,4,EMP-02314,LinkedIn
REQ-00718,HR,Finland,Individual Contributor,Junior,2022-02-06,2022-04-13,66,82,10,EMP-02317,Internal
REQ-00719,Operations,Norge,Individual Contributor,Mid,2022-07-09,2022-07-23,14,55,6,EMP-02319,Internal
REQ-00720,Sales,Norge,Individual Contributor,Junior,2022-08-05,2022-09-09,35,127,10,EMP-02321,Internal
REQ-00721,Marketing,Sverige,Specialist,Mid,2024-06-13,2024-07-17,34,33,11,EMP-02322,LinkedIn
REQ-00722,Operations,Sverige,Individual Contributor,Junior,2024-11-18,2024-12-10,22,51,6,EMP-02325,Agency
REQ-00723,HR,Tyskland,Individual Contributor,Mid,2022-06-13,2022-06-28,15,114,14,EMP-02326,Agency
REQ-00724,Engineering,Sverige,Individual Contributor,Mid,2023-07-23,2023-09-09,48,58,4,EMP-02327,Job Board
REQ-00725,Operations,Finland,Individual Contributor,Junior,2023-04-13,2023-06-02,50,39,4,EMP-02328,Referral
REQ-00726,Customer Support,Norge,Individual Contributor,Junior,2021-12-08,2022-01-27,50,27,12,EMP-02331,Referral
REQ-00727,Operations,Norge,Individual Contributor,Junior,2024-11-17,2024-12-10,23,32,11,EMP-02338,Referral
REQ-00728,HR,Sverige,Individual Contributor,Mid,2022-04-07,2022-04-30,23,74,6,EMP-02340,LinkedIn
REQ-00729,Customer Support,Norge,Specialist,Mid,2022-08-09,2022-10-05,57,36,6,EMP-02343,Referral
REQ-00730,Sales,Danmark,Individual Contributor,Junior,2024-11-13,2024-12-10,27,41,13,EMP-02351,Agency
REQ-00731,Engineering,Norge,Individual Contributor,Mid,2022-08-10,2022-09-23,44,128,3,EMP-02354,LinkedIn
REQ-00732,Operations,Finland,Individual Contributor,Junior,2022-10-15,2022-12-17,63,150,5,EMP-02359,Referral
REQ-00733,Customer Support,Norge,Individual Contributor,Junior,2023-02-21,2023-03-07,14,124,13,EMP-02360,Job Board
REQ-00734,Sales,Danmark,Individual Contributor,Junior,2022-05-31,2022-06-16,16,149,13,EMP-02361,Internal
REQ-00735,Engineering,Tyskland,Individual Contributor,Junior,2023-08-24,2023-11-02,70,50,11,EMP-02367,LinkedIn
REQ-00736,Engineering,Tyskland,Individual Contributor,Junior,2022-09-26,2022-11-05,40,80,6,EMP-02371,Job Board
REQ-00737,Sales,Finland,Individual Contributor,Junior,2024-11-04,2024-12-10,36,127,5,EMP-02373,Internal
REQ-00738,Sales,Sverige,Individual Contributor,Junior,2022-06-23,2022-07-21,28,83,8,EMP-02374,Internal
REQ-00739,Operations,Sverige,Individual Contributor,Junior,2023-04-10,2023-05-10,30,149,14,EMP-02378,Referral
REQ-00740,Sales,Sverige,Individual Contributor,Junior,2024-11-12,2024-12-10,28,112,11,EMP-02392,Referral
REQ-00741,Operations,Norge,Individual Contributor,Junior,2024-11-03,2024-12-10,37,135,10,EMP-02395,Agency
REQ-00742,Operations,Sverige,Specialist,Mid,2022-06-28,2022-08-20,53,131,11,EMP-02396,LinkedIn
REQ-00743,Customer Support,Sverige,Individual Contributor,Junior,2024-11-07,2024-11-29,22,124,11,EMP-02397,Referral
REQ-00744,Engineering,Finland,Individual Contributor,Junior,2023-10-01,2023-11-21,51,33,5,EMP-02399,LinkedIn
REQ-00745,Engineering,Sverige,Individual Contributor,Mid,2022-09-11,2022-10-31,50,127,7,EMP-02403,Internal
REQ-00746,Operations,Norge,Individual Contributor,Junior,2022-06-06,2022-08-03,58,89,5,EMP-02404,Internal
REQ-00747,Sales,Danmark,Individual Contributor,Mid,2022-02-07,2022-03-09,30,71,13,EMP-02405,LinkedIn
REQ-00748,Operations,Danmark,Individual Contributor,Junior,2023-08-14,2023-09-04,21,117,7,EMP-02407,Referral
REQ-00749,Sales,Sverige,Individual Contributor,Junior,2024-11-26,2024-12-10,14,27,14,EMP-02411,Agency
REQ-00750,Customer Support,Sverige,Individual Contributor,Mid,2022-07-16,2022-08-08,23,67,13,EMP-02414,Internal
REQ-00751,Sales,Sverige,Individual Contributor,Junior,2022-03-19,2022-04-09,21,140,3,EMP-02425,Job Board
REQ-00752,Sales,Norge,Individual Contributor,Mid,2022-03-25,2022-04-11,17,30,15,EMP-02430,Referral
REQ-00753,Customer Support,Norge,Individual Contributor,Mid,2023-11-15,2023-12-21,36,115,7,EMP-02434,Internal
REQ-00754,Engineering,Norge,Individual Contributor,Mid,2022-05-09,2022-06-24,46,59,13,EMP-02437,LinkedIn
REQ-00755,Customer Support,Finland,Individual Contributor,Junior,2024-02-15,2024-04-21,66,29,4,EMP-02438,LinkedIn
REQ-00756,Customer Support,Norge,Specialist,Mid,2024-11-02,2024-12-10,38,119,11,EMP-02443,Referral
REQ-00757,Engineering,Norge,Individual Contributor,Junior,2022-08-16,2022-10-20,65,73,9,EMP-02445,Internal
REQ-00758,Sales,Sverige,Individual Contributor,Junior,2022-07-20,2022-08-21,32,68,13,EMP-02448,Internal
REQ-00759,Sales,Finland,Individual Contributor,Junior,2024-11-09,2024-12-10,31,47,8,EMP-02456,Job Board
REQ-00760,Operations,Danmark,Specialist,Mid,2022-07-08,2022-08-21,44,120,8,EMP-02469,Internal
REQ-00761,Engineering,Sverige,Individual Contributor,Mid,2023-09-09,2023-10-12,33,150,9,EMP-02471,Referral
REQ-00762,Customer Support,Sverige,Individual Contributor,Junior,2023-02-22,2023-04-15,52,47,7,EMP-02473,LinkedIn
REQ-00763,Sales,Finland,Individual Contributor,Junior,2023-02-05,2023-03-10,33,83,7,EMP-02483,Referral
REQ-00764,Marketing,Finland,Individual Contributor,Mid,2023-08-03,2023-09-28,56,84,8,EMP-02485,Internal
REQ-00765,Marketing,Norge,Individual Contributor,Mid,2021-12-21,2022-01-30,40,103,6,EMP-02486,Referral
REQ-00766,R&D,Danmark,Individual Contributor,Junior,2024-11-20,2024-12-10,20,68,13,EMP-02489,Job Board
REQ-00767,HR,Norge,Individual Contributor,Junior,2024-04-26,2024-06-18,53,126,6,EMP-02491,LinkedIn
REQ-00768,R&D,Norge,Individual Contributor,Mid,2022-04-30,2022-07-02,63,108,13,EMP-02494,Internal
REQ-00769,Customer Support,Sverige,Individual Contributor,Junior,2024-11-17,2024-12-10,23,133,3,EMP-02497,Referral
REQ-00770,Engineering,Norge,Individual Contributor,Mid,2023-08-01,2023-09-10,40,38,4,EMP-02498,Job Board
REQ-00771,Sales,Danmark,Individual Contributor,Junior,2022-09-01,2022-10-07,36,111,12,EMP-02499,Internal
REQ-00772,R&D,Norge,Individual Contributor,Junior,2024-02-16,2024-04-04,48,116,9,EMP-02501,Job Board
REQ-00773,Engineering,Sverige,Individual Contributor,Mid,2022-11-04,2023-01-11,68,94,7,EMP-02504,Internal
REQ-00774,Operations,Tyskland,Individual Contributor,Junior,2023-03-20,2023-04-18,29,128,9,EMP-02505,Referral
REQ-00775,Sales,Sverige,Individual Contributor,Junior,2024-11-03,2024-12-10,37,88,12,EMP-02506,LinkedIn
REQ-00776,R&D,Sverige,Individual Contributor,Junior,2024-11-11,2024-12-10,29,109,10,EMP-02516,LinkedIn
REQ-00777,Customer Support,Sverige,Specialist,Mid,2023-01-05,2023-02-02,28,143,3,EMP-02521,Referral
REQ-00778,Sales,Tyskland,Individual Contributor,Mid,2021-12-25,2022-01-21,27,44,7,EMP-02527,Job Board
REQ-00779,Engineering,Norge,Individual Contributor,Mid,2022-01-24,2022-02-22,29,65,5,EMP-02531,Agency
REQ-00780,Engineering,Norge,Individual Contributor,Junior,2022-06-21,2022-08-22,62,106,12,EMP-02536,Referral
REQ-00781,Customer Support,Tyskland,Individual Contributor,Mid,2022-06-09,2022-07-15,36,116,8,EMP-02538,Referral
REQ-00782,Marketing,Norge,Individual Contributor,Junior,2023-04-08,2023-06-04,57,110,5,EMP-02541,LinkedIn
REQ-00783,Engineering,Finland,Individual Contributor,Mid,2023-01-25,2023-04-07,72,112,3,EMP-02544,Referral
REQ-00784,Engineering,Norge,Individual Contributor,Junior,2024-03-18,2024-04-30,43,97,7,EMP-02546,LinkedIn
REQ-00785,Sales,Norge,Individual Contributor,Mid,2024-09-17,2024-10-04,17,24,15,EMP-02550,Agency
REQ-00786,Customer Support,Tyskland,Specialist,Mid,2024-10-08,2024-12-10,63,93,11,EMP-02551,Agency
REQ-00787,HR,Sverige,Individual Contributor,Junior,2023-11-24,2023-12-08,14,121,14,EMP-02552,Job Board
REQ-00788,HR,Sverige,Individual Contributor,Junior,2024-08-15,2024-09-13,29,47,10,EMP-02554,LinkedIn
REQ-00789,Operations,Tyskland,Individual Contributor,Junior,2024-08-28,2024-09-27,30,132,14,EMP-02555,LinkedIn
REQ-00790,Engineering,Norge,Individual Contributor,Mid,2022-05-10,2022-06-19,40,123,11,EMP-02556,Internal
REQ-00791,R&D,Danmark,Individual Contributor,Junior,2024-11-18,2024-12-10,22,53,9,EMP-02557,Agency
REQ-00792,Customer Support,Norge,Individual Contributor,Junior,2024-11-24,2024-12-10,16,131,12,EMP-02559,Agency
REQ-00793,Sales,Finland,Individual Contributor,Junior,2022-08-14,2022-09-17,34,23,13,EMP-02565,Internal
REQ-00794,Operations,Norge,Individual Contributor,Junior,2024-11-06,2024-12-10,34,29,11,EMP-02566,Referral
REQ-00795,Sales,Norge,Individual Contributor,Junior,2024-11-01,2024-12-10,39,141,6,EMP-02568,Agency
REQ-00796,R&D,Sverige,Individual Contributor,Mid,2022-08-16,2022-09-12,27,32,6,EMP-02573,Internal
REQ-00797,Engineering,Sverige,Individual Contributor,Mid,2022-04-25,2022-06-06,42,128,8,EMP-02579,Internal
REQ-00798,Operations,Finland,Individual Contributor,Mid,2022-10-13,2022-11-11,29,28,10,EMP-02580,Internal
REQ-00799,Marketing,Sverige,Individual Contributor,Junior,2024-06-02,2024-07-09,37,139,7,EMP-02581,Referral
REQ-00800,Engineering,Danmark,Individual Contributor,Junior,2024-10-21,2024-12-10,50,84,6,EMP-02582,LinkedIn
REQ-00801,Engineering,Tyskland,Individual Contributor,Junior,2022-03-29,2022-05-23,55,21,12,EMP-02584,Agency
REQ-00802,Customer Support,Sverige,Individual Contributor,Junior,2022-06-20,2022-07-16,26,136,3,EMP-02586,Internal
REQ-00803,Marketing,Sverige,Individual Contributor,Mid,2022-03-15,2022-04-05,21,102,8,EMP-02587,Internal
REQ-00804,Customer Support,Tyskland,Individual Contributor,Mid,2021-12-24,2022-01-27,34,106,15,EMP-02590,LinkedIn
REQ-00805,Customer Support,Norge,Specialist,Mid,2022-07-28,2022-09-08,42,71,6,EMP-02591,LinkedIn
REQ-00806,R&D,Sverige,Individual Contributor,Junior,2024-03-09,2024-03-30,21,94,6,EMP-02592,Agency
REQ-00807,Customer Support,Finland,Individual Contributor,Mid,2024-11-05,2024-12-10,35,140,14,EMP-02593,LinkedIn
REQ-00808,Sales,Norge,Individual Contributor,Mid,2024-11-24,2024-12-10,16,144,14,EMP-02594,LinkedIn
REQ-00809,Marketing,Finland,Individual Contributor,Mid,2024-11-13,2024-12-10,27,128,14,EMP-02596,LinkedIn
REQ-00810,Sales,Danmark,Individual Contributor,Junior,2023-11-09,2023-12-05,26,148,11,EMP-02597,Referral
REQ-00811,Customer Support,Norge,Specialist,Mid,2023-02-14,2023-03-08,22,85,3,EMP-02599,Job Board
REQ-00812,HR,Danmark,Individual Contributor,Junior,2024-09-24,2024-11-10,47,120,4,EMP-02608,Job Board
REQ-00813,Sales,Norge,Individual Contributor,Junior,2024-11-05,2024-12-10,35,32,4,EMP-02614,LinkedIn
REQ-00814,Sales,Sverige,Individual Contributor,Junior,2022-09-21,2022-11-13,53,101,5,EMP-02616,Internal
REQ-00815,Sales,Sverige,Individual Contributor,Mid,2022-10-26,2022-12-19,54,117,6,EMP-02618,Internal
REQ-00816,Operations,Danmark,Individual Contributor,Junior,2024-11-05,2024-12-10,35,63,6,EMP-02619,Job Board
REQ-00817,Finance,Finland,Individual Contributor,Mid,2022-03-05,2022-03-19,14,31,10,EMP-02631,Agency
REQ-00818,Engineering,Norge,Individual Contributor,Mid,2023-07-20,2023-09-13,55,106,10,EMP-02632,Referral
REQ-00819,Customer Support,Sverige,Individual Contributor,Mid,2024-10-19,2024-12-10,52,92,9,EMP-02633,LinkedIn
REQ-00820,Customer Support,Finland,Specialist,Mid,2022-07-11,2022-09-03,54,28,8,EMP-02634,Job Board
REQ-00821,Finance,Norge,Specialist,Mid,2022-12-20,2023-01-29,40,54,3,EMP-02635,Agency
REQ-00822,Engineering,Norge,Individual Contributor,Mid,2024-02-11,2024-03-28,46,42,4,EMP-02636,Referral
REQ-00823,Customer Support,Sverige,Individual Contributor,Mid,2022-06-07,2022-06-24,17,120,11,EMP-02642,LinkedIn
REQ-00824,Sales,Danmark,Individual Contributor,Mid,2023-02-02,2023-03-18,44,62,9,EMP-02643,LinkedIn
REQ-00825,Customer Support,Finland,Individual Contributor,Junior,2024-10-29,2024-12-10,42,97,3,EMP-02646,LinkedIn
REQ-00826,Engineering,Norge,Individual Contributor,Junior,2024-10-17,2024-12-10,54,150,11,EMP-02648,LinkedIn
REQ-00827,Engineering,Danmark,Individual Contributor,Junior,2022-04-07,2022-05-18,41,132,15,EMP-02649,Internal
REQ-00828,Customer Support,Tyskland,Individual Contributor,Junior,2024-10-07,2024-12-10,64,132,14,EMP-02653,LinkedIn
REQ-00829,Finance,Tyskland,Individual Contributor,Junior,2024-10-26,2024-12-03,38,39,11,EMP-02654,Agency
REQ-00830,Customer Support,Tyskland,Individual Contributor,Junior,2024-07-09,2024-08-07,29,52,10,EMP-02658,LinkedIn
REQ-00831,Finance,Tyskland,Individual Contributor,Junior,2024-11-23,2024-12-10,17,111,15,EMP-02659,Agency
REQ-00832,Engineering,Tyskland,Individual Contributor,Mid,2022-01-20,2022-02-18,29,46,15,EMP-02662,LinkedIn
REQ-00833,Sales,Tyskland,Individual Contributor,Mid,2023-12-26,2024-02-08,44,48,12,EMP-02664,LinkedIn
REQ-00834,Engineering,Tyskland,Individual Contributor,Junior,2022-02-23,2022-04-05,41,63,14,EMP-02667,Internal
REQ-00835,Engineering,Finland,Individual Contributor,Mid,2022-10-07,2022-11-29,53,55,10,EMP-02668,Referral
REQ-00836,Operations,Norge,Individual Contributor,Junior,2023-12-12,2024-01-07,26,76,7,EMP-02671,LinkedIn
REQ-00837,Operations,Norge,Specialist,Mid,2022-07-03,2022-07-21,18,87,9,EMP-02673,LinkedIn
REQ-00838,Customer Support,Norge,Individual Contributor,Mid,2022-07-08,2022-08-07,30,134,14,EMP-02674,Internal
REQ-00839,Engineering,Sverige,Individual Contributor,Junior,2024-10-21,2024-12-10,50,46,11,EMP-02684,Job Board
REQ-00840,Customer Support,Tyskland,Specialist,Mid,2023-03-05,2023-03-24,19,122,13,EMP-02691,Referral
REQ-00841,Engineering,Sverige,Individual Contributor,Mid,2022-02-17,2022-04-12,54,70,8,EMP-02693,Internal
REQ-00842,Finance,Norge,Individual Contributor,Mid,2022-03-21,2022-04-06,16,140,6,EMP-02695,Job Board
REQ-00843,HR,Norge,Specialist,Mid,2023-02-11,2023-03-11,28,93,8,EMP-02696,Referral
REQ-00844,Sales,Sverige,Individual Contributor,Junior,2022-06-23,2022-08-02,40,99,14,EMP-02698,Internal
REQ-00845,Customer Support,Norge,Individual Contributor,Junior,2024-11-06,2024-12-10,34,134,5,EMP-02704,Referral
REQ-00846,Sales,Finland,Individual Contributor,Junior,2024-11-20,2024-12-10,20,136,12,EMP-02706,Job Board
REQ-00847,R&D,Norge,Individual Contributor,Junior,2023-12-07,2023-12-21,14,51,14,EMP-02707,Agency
REQ-00848,Engineering,Finland,Individual Contributor,Mid,2022-07-26,2022-10-02,68,26,10,EMP-02725,LinkedIn
REQ-00849,Finance,Tyskland,Individual Contributor,Mid,2024-10-26,2024-12-10,45,83,6,EMP-02726,Referral
REQ-00850,HR,Norge,Individual Contributor,Mid,2022-07-12,2022-08-22,41,46,13,EMP-02728,LinkedIn
REQ-00851,Finance,Finland,Specialist,Junior,2024-10-30,2024-12-10,41,47,8,EMP-02730,Referral
REQ-00852,Operations,Norge,Specialist,Mid,2024-04-26,2024-05-27,31,60,6,EMP-02737,Referral
REQ-00853,HR,Finland,Specialist,Mid,2023-04-03,2023-05-16,43,135,10,EMP-02739,Agency
REQ-00854,Marketing,Norge,Individual Contributor,Junior,2024-10-28,2024-12-10,43,25,7,EMP-02741,Agency
REQ-00855,R&D,Sverige,Individual Contributor,Mid,2022-09-02,2022-10-04,32,84,14,EMP-02745,LinkedIn
REQ-00856,R&D,Tyskland,Individual Contributor,Junior,2024-10-31,2024-12-10,40,125,4,EMP-02751,LinkedIn
REQ-00857,Engineering,Finland,Individual Contributor,Mid,2022-09-04,2022-11-22,79,89,6,EMP-02755,LinkedIn
REQ-00858,Operations,Sverige,Specialist,Mid,2022-08-25,2022-09-14,20,114,12,EMP-02762,Internal
REQ-00859,Operations,Sverige,Individual Contributor,Junior,2024-11-08,2024-12-10,32,28,9,EMP-02765,LinkedIn
REQ-00860,Customer Support,Danmark,Individual Contributor,Junior,2024-11-18,2024-12-10,22,149,10,EMP-02771,Referral
REQ-00861,Sales,Sverige,Individual Contributor,Mid,2022-10-15,2022-11-13,29,106,7,EMP-02774,Internal
REQ-00862,Finance,Sverige,Specialist,Mid,2022-05-14,2022-06-16,33,148,7,EMP-02777,Internal
REQ-00863,Engineering,Danmark,Individual Contributor,Junior,2024-09-20,2024-10-26,36,29,3,EMP-02782,LinkedIn
REQ-00864,Engineering,Norge,Individual Contributor,Junior,2023-11-19,2023-12-14,25,37,15,EMP-02783,LinkedIn
REQ-00865,Operations,Sverige,Individual Contributor,Junior,2022-10-20,2022-11-04,15,144,12,EMP-02787,Agency
REQ-00866,Marketing,Norge,Individual Contributor,Mid,2021-12-25,2022-02-04,41,105,10,EMP-02788,Internal
REQ-00867,HR,Finland,Individual Contributor,Junior,2023-07-29,2023-09-01,34,124,14,EMP-02791,LinkedIn
REQ-00868,Engineering,Danmark,Individual Contributor,Junior,2022-02-18,2022-04-05,46,123,14,EMP-02792,Internal
REQ-00869,Sales,Sverige,Individual Contributor,Junior,2023-03-04,2023-04-08,35,126,13,EMP-02794,Internal
REQ-00870,R&D,Sverige,Individual Contributor,Junior,2023-02-28,2023-04-17,48,133,12,EMP-02797,LinkedIn
REQ-00871,Engineering,Sverige,Individual Contributor,Junior,2022-07-21,2022-09-04,45,67,10,EMP-02800,Job Board
REQ-00872,Finance,Tyskland,Individual Contributor,Mid,2024-04-27,2024-06-04,38,69,9,EMP-02804,Agency
REQ-00873,Sales,Sverige,Individual Contributor,Junior,2023-03-20,2023-04-07,18,28,15,EMP-02807,Agency
REQ-00874,Operations,Norge,Individual Contributor,Junior,2023-05-17,2023-06-18,32,146,12,EMP-02819,Referral
REQ-00875,Sales,Norge,Individual Contributor,Junior,2023-08-15,2023-09-04,20,30,14,EMP-02820,Job Board
REQ-00876,Operations,Norge,Individual Contributor,Mid,2022-08-13,2022-09-14,32,144,14,EMP-02822,Agency
REQ-00877,HR,Danmark,Individual Contributor,Mid,2023-03-09,2023-04-14,36,66,3,EMP-02823,Referral
REQ-00878,Engineering,Danmark,Individual Contributor,Junior,2022-04-22,2022-06-07,46,150,6,EMP-02825,Internal
REQ-00879,R&D,Tyskland,Individual Contributor,Mid,2022-07-16,2022-08-13,28,82,11,EMP-02829,LinkedIn
REQ-00880,Engineering,Danmark,Individual Contributor,Junior,2024-10-17,2024-12-10,54,23,4,EMP-02835,Job Board
REQ-00881,Sales,Sverige,Individual Contributor,Junior,2024-08-06,2024-09-03,28,68,9,EMP-02836,Job Board
REQ-00882,Engineering,Danmark,Individual Contributor,Junior,2023-03-17,2023-04-29,43,91,3,EMP-02838,Referral
REQ-00883,HR,Sverige,Individual Contributor,Junior,2024-06-22,2024-07-11,19,68,4,EMP-02839,Agency
REQ-00884,Sales,Norge,Individual Contributor,Junior,2024-05-03,2024-06-14,42,58,14,EMP-02841,Internal
REQ-00885,Engineering,Danmark,Individual Contributor,Junior,2024-01-04,2024-02-22,49,116,7,EMP-02844,Job Board
REQ-00886,Operations,Sverige,Individual Contributor,Mid,2023-06-14,2023-07-11,27,143,7,EMP-02845,Job Board
REQ-00887,Operations,Tyskland,Individual Contributor,Junior,2022-07-19,2022-08-07,19,102,9,EMP-02846,Agency
REQ-00888,Engineering,Tyskland,Individual Contributor,Mid,2022-01-30,2022-04-25,85,69,14,EMP-02848,Agency
REQ-00889,Operations,Danmark,Individual Contributor,Junior,2023-04-29,2023-05-13,14,65,5,EMP-02854,Job Board
REQ-00890,Sales,Tyskland,Individual Contributor,Junior,2024-08-21,2024-09-13,23,104,3,EMP-02856,Referral
REQ-00891,Sales,Danmark,Individual Contributor,Junior,2022-02-26,2022-03-25,27,117,10,EMP-02864,Internal
REQ-00892,Finance,Norge,Specialist,Junior,2023-03-21,2023-05-08,48,93,11,EMP-02866,Job Board
REQ-00893,Operations,Danmark,Individual Contributor,Junior,2022-03-22,2022-04-21,30,22,15,EMP-02867,Job Board
REQ-00894,Engineering,Sverige,Individual Contributor,Junior,2024-10-19,2024-12-10,52,115,12,EMP-02868,LinkedIn
REQ-00895,Operations,Finland,Individual Contributor,Mid,2023-02-12,2023-03-22,38,142,7,EMP-02873,LinkedIn
REQ-00896,Sales,Norge,Individual Contributor,Junior,2023-09-29,2023-11-30,62,27,5,EMP-02878,Referral
REQ-00897,Sales,Danmark,Individual Contributor,Junior,2023-07-26,2023-09-04,40,58,6,EMP-02881,LinkedIn
REQ-00898,HR,Finland,Individual Contributor,Mid,2022-05-27,2022-07-01,35,76,13,EMP-02882,Referral
REQ-00899,Engineering,Norge,Individual Contributor,Junior,2024-07-21,2024-09-19,60,44,7,EMP-02886,Job Board
REQ-00900,Sales,Norge,Individual Contributor,Mid,2022-03-21,2022-04-21,31,92,6,EMP-02887,Agency
REQ-00901,Engineering,Norge,Individual Contributor,Mid,2022-02-06,2022-04-24,77,35,15,EMP-02888,LinkedIn
REQ-00902,Finance,Norge,Individual Contributor,Mid,2022-03-27,2022-05-21,55,138,5,EMP-02891,Internal
REQ-00903,Sales,Norge,Individual Contributor,Junior,2024-11-01,2024-12-10,39,89,12,EMP-02892,LinkedIn
REQ-00904,Sales,Sverige,Individual Contributor,Junior,2022-11-23,2022-12-24,31,95,3,EMP-02894,Job Board
REQ-00905,Engineering,Danmark,Individual Contributor,Mid,2022-01-31,2022-03-12,40,123,12,EMP-02896,Job Board
REQ-00906,Finance,Norge,Individual Contributor,Junior,2024-02-27,2024-04-15,48,101,10,EMP-02909,LinkedIn
REQ-00907,Engineering,Norge,Individual Contributor,Mid,2021-10-24,2022-01-03,71,106,6,EMP-02910,Internal
REQ-00908,Sales,Tyskland,Individual Contributor,Junior,2024-11-10,2024-12-10,30,139,8,EMP-02911,Job Board
REQ-00909,HR,Norge,Specialist,Mid,2023-09-11,2023-10-22,41,47,5,EMP-02913,Job Board
REQ-00910,Engineering,Danmark,Individual Contributor,Junior,2023-04-09,2023-06-05,57,23,10,EMP-02914,LinkedIn
REQ-00911,R&D,Sverige,Individual Contributor,Junior,2022-01-31,2022-03-20,48,101,15,EMP-02915,Internal
REQ-00912,Finance,Sverige,Individual Contributor,Mid,2022-05-08,2022-05-31,23,32,8,EMP-02917,Referral
REQ-00913,Operations,Danmark,Specialist,Mid,2022-12-21,2023-01-31,41,65,5,EMP-02920,LinkedIn
REQ-00914,Operations,Finland,Individual Contributor,Mid,2021-10-28,2022-01-14,78,146,13,EMP-02923,LinkedIn
REQ-00915,Engineering,Tyskland,Individual Contributor,Mid,2023-09-18,2023-11-08,51,63,13,EMP-02925,Job Board
REQ-00916,Sales,Danmark,Individual Contributor,Mid,2023-07-03,2023-08-13,41,41,6,EMP-02929,Job Board
REQ-00917,Finance,Tyskland,Specialist,Junior,2023-07-01,2023-08-10,40,68,10,EMP-02933,Referral
REQ-00918,Finance,Sverige,Individual Contributor,Mid,2022-12-27,2023-02-08,43,24,3,EMP-02936,Referral
REQ-00919,Customer Support,Norge,Individual Contributor,Junior,2023-09-18,2023-10-05,17,99,3,EMP-02937,Agency
REQ-00920,Sales,Sverige,Individual Contributor,Junior,2024-03-03,2024-05-07,65,124,7,EMP-02940,Internal
REQ-00921,Engineering,Norge,Individual Contributor,Junior,2022-05-06,2022-06-26,51,57,12,EMP-02941,Job Board
REQ-00922,Operations,Norge,Individual Contributor,Junior,2024-10-10,2024-11-22,43,112,8,EMP-02944,Referral
REQ-00923,Finance,Norge,Specialist,Mid,2023-03-28,2023-05-03,36,132,13,EMP-02946,Referral
REQ-00924,Finance,Danmark,Individual Contributor,Mid,2023-10-20,2023-12-08,49,64,15,EMP-02963,Internal
REQ-00925,Engineering,Norge,Individual Contributor,Junior,2024-06-04,2024-07-16,42,21,3,EMP-02964,Agency
